edad	sexo	nrodepen	fonopart	fonolab	autovaluo	esaval	tieneaval	antiguedad	tiporenta	dpto	morosidad
52	2	4	2	1	2	2	2	11	3	1	2
52	1	3	1	2	1	2	1	11	2	1	1
52	1	2	1	1	2	1	1	11	3	1	1
52	2	2	1	1	2	1	1	11	3	1	1
52	2	2	2	1	1	2	2	11	3	1	1
52	1	0	1	2	1	1	1	11	2	1	1
53	2	5	2	2	1	1	1	11	2	1	2
53	1	5	1	2	1	1	1	11	2	1	2
53	1	4	1	1	1	2	2	11	3	1	1
53	2	4	1	1	1	1	1	11	3	1	2
53	1	3	2	2	1	1	2	11	3	1	1
53	1	2	2	2	1	1	1	11	3	1	1
53	2	2	2	1	2	2	2	11	3	1	1
53	1	1	1	1	1	1	1	11	3	1	1
53	2	1	1	1	1	1	1	11	3	1	1
54	2	5	2	2	1	2	2	11	2	1	2
54	2	4	2	2	2	1	1	11	3	1	2
54	1	3	1	1	1	2	1	11	3	1	1
54	2	2	1	1	1	1	1	11	3	1	1
54	1	1	1	1	1	1	1	11	3	1	1
54	1	0	2	1	1	1	1	11	3	1	1
55	1	5	2	1	2	1	1	11	3	1	2
55	1	4	2	1	1	1	1	11	3	1	2
55	1	3	1	1	1	1	2	11	3	1	1
55	1	3	1	1	1	2	1	11	3	1	1
55	1	3	2	1	1	1	1	11	3	1	1
55	2	2	1	2	1	2	2	11	2	1	1
55	2	2	1	1	2	1	1	11	3	1	1
55	1	1	1	1	1	1	1	11	3	1	1
55	2	1	2	2	2	1	1	11	3	1	1
55	1	1	1	1	1	1	1	11	3	1	1
55	1	0	2	2	1	1	1	11	2	1	1
55	1	0	1	1	1	1	1	11	3	1	1
56	2	5	1	2	1	2	2	11	2	1	2
56	1	5	1	1	1	2	1	11	3	1	2
56	2	2	2	2	1	1	2	11	2	1	1
56	1	1	1	1	1	1	1	11	3	1	1
57	1	5	2	2	1	2	1	11	2	1	2
57	1	5	2	2	1	2	1	11	2	1	2
57	2	4	1	1	1	1	1	11	3	1	1
57	1	2	1	2	1	1	2	11	2	1	1
57	2	1	1	1	1	1	2	11	2	1	1
57	2	1	2	2	1	1	1	11	2	1	1
57	1	1	2	1	1	1	1	11	3	1	1
57	1	1	1	1	1	1	1	11	3	1	1
57	1	1	1	1	2	1	1	11	3	1	1
57	2	0	1	1	1	1	1	11	3	1	1
58	1	5	2	2	1	1	1	11	3	1	2
58	1	3	2	1	1	1	2	11	3	1	1
58	2	3	2	1	2	1	1	11	3	1	1
58	2	2	1	1	1	2	2	11	3	1	1
58	1	1	2	2	2	1	1	11	3	1	1
58	1	0	2	2	1	1	1	11	3	1	1
58	1	0	1	1	1	1	1	11	3	1	1
59	2	4	1	1	1	2	1	11	2	1	2
59	2	3	2	2	1	2	2	11	3	1	1
59	2	2	1	2	1	1	1	11	2	1	1
59	2	2	1	1	2	1	1	11	3	1	1
59	1	1	1	1	2	2	1	11	3	1	1
59	2	0	1	1	1	1	1	11	3	1	1
59	1	0	1	1	2	1	1	11	3	1	1
60	2	4	2	2	2	1	2	11	3	1	2
60	1	4	2	2	2	1	2	11	3	1	1
60	2	3	2	2	1	1	1	11	2	1	1
60	1	2	2	1	2	1	1	11	3	1	1
60	1	1	2	1	1	1	2	11	3	1	1
60	1	0	1	1	1	1	1	11	3	1	1
60	1	0	1	1	1	1	1	11	3	1	1
60	1	0	1	1	2	1	1	11	3	1	1
61	1	5	2	2	1	2	1	11	2	1	2
61	1	2	1	1	1	1	1	11	3	1	1
61	2	2	1	1	2	1	1	11	3	1	1
61	2	1	1	1	1	1	1	11	2	1	1
61	1	1	2	1	1	1	1	11	3	1	1
61	2	0	2	1	2	1	1	11	3	1	1
61	2	0	2	1	2	1	1	11	3	1	1
62	1	1	2	1	2	2	1	11	3	1	1
62	2	1	2	2	1	1	1	11	3	1	1
62	1	0	1	1	2	1	1	11	3	1	1
62	2	0	1	1	2	1	1	11	3	1	1
62	1	0	2	2	2	1	1	11	3	1	1
63	2	0	1	1	1	1	1	11	2	1	1
63	1	0	1	1	1	1	1	11	3	1	1
63	1	0	2	2	2	1	1	11	3	1	1
64	1	0	1	1	1	1	1	11	2	1	1
64	2	0	2	2	1	1	1	11	2	1	1
64	1	0	2	1	2	2	1	11	3	1	1
65	2	5	1	2	2	1	1	11	2	1	2
65	2	3	1	1	1	1	1	11	3	1	1
65	2	1	1	1	2	1	1	11	3	1	1
65	2	0	2	2	1	1	1	11	2	1	1
65	2	0	1	1	2	2	1	11	3	1	1
65	1	0	1	1	2	1	2	11	3	1	1
66	2	0	2	1	2	1	1	11	2	1	1
67	2	5	1	1	1	1	1	11	3	1	2
67	2	2	2	1	1	1	1	11	2	1	1
67	2	2	2	2	1	2	2	11	2	1	1
67	1	2	1	1	2	1	1	11	3	1	1
68	1	1	2	1	1	2	2	11	2	1	1
68	2	1	1	1	1	1	1	11	3	1	1
68	1	0	1	1	2	1	1	11	2	1	1
69	2	5	1	2	1	2	2	11	2	1	2
69	2	3	1	1	1	1	1	11	3	1	1
69	2	2	2	1	2	1	1	11	3	1	1
69	2	1	1	1	2	1	1	11	3	1	1
69	1	0	2	2	2	1	1	11	3	1	1
73	2	5	2	2	2	1	2	11	3	1	2
73	2	1	1	2	1	1	1	11	2	1	1
75	2	5	1	1	2	1	1	11	3	1	2
22	2	2	2	2	1	1	1	10	2	1	1
22	1	1	1	1	1	1	2	10	3	1	1
22	1	0	2	2	1	1	1	10	2	1	1
22	1	0	2	2	1	1	1	10	2	1	1
22	2	0	1	2	1	1	1	10	3	1	1
23	2	1	1	2	1	1	1	10	2	1	1
23	1	1	1	2	1	1	2	10	2	1	1
23	2	0	2	2	1	1	1	10	2	1	1
23	2	0	1	2	1	1	1	10	2	1	1
23	1	0	2	2	1	1	1	10	2	1	1
23	1	0	2	2	1	1	1	10	2	1	1
23	1	0	2	2	1	1	1	10	2	1	1
23	2	0	2	2	1	1	1	10	3	1	1
24	2	3	2	2	1	1	2	10	2	1	1
24	2	2	1	2	1	1	1	10	2	1	1
24	1	1	1	2	1	1	2	10	3	1	1
24	1	0	2	2	1	1	1	10	2	1	1
24	2	0	1	2	1	1	1	10	2	1	1
24	1	0	2	2	1	1	1	10	2	1	1
24	1	0	2	2	1	1	1	10	2	1	1
24	1	0	2	2	1	1	1	10	2	1	1
24	2	0	2	2	1	1	1	10	2	1	1
24	1	0	2	2	1	1	1	10	2	1	1
24	2	0	1	2	1	2	2	10	3	1	1
24	1	0	1	1	1	1	2	10	3	1	1
24	2	0	1	1	1	1	2	10	3	1	1
25	1	2	2	1	1	1	2	10	3	1	1
25	2	1	2	2	1	1	1	10	2	1	1
25	1	1	2	2	1	1	1	10	2	1	1
25	1	1	2	1	1	1	2	10	3	1	1
25	2	0	2	2	1	1	1	10	2	1	1
25	1	0	2	2	1	1	1	10	2	1	1
25	2	0	2	2	1	1	1	10	2	1	1
25	1	0	1	2	1	1	1	10	2	1	1
25	1	0	2	2	1	1	1	10	2	1	1
25	2	0	2	2	1	1	1	10	2	1	1
25	1	0	2	2	1	1	1	10	2	1	1
25	1	0	1	2	1	1	2	10	2	1	1
26	2	5	1	1	2	2	1	10	3	1	2
28	2	4	2	2	1	1	2	10	2	1	2
30	2	5	2	2	1	1	1	10	2	1	2
30	1	5	1	1	1	1	2	10	3	1	2
31	1	5	2	2	1	1	1	10	2	1	2
31	1	5	2	2	1	1	1	10	2	1	2
31	2	4	1	2	1	2	2	10	2	1	2
33	2	5	2	2	1	2	2	10	2	1	2
33	2	5	1	2	1	2	2	10	2	1	2
33	2	5	1	1	1	1	2	10	3	1	2
33	1	4	1	1	2	2	2	10	3	1	2
34	1	5	2	2	1	1	2	10	2	1	2
34	2	5	2	1	1	1	2	10	2	1	2
34	2	4	2	2	1	1	1	10	2	1	2
34	2	4	1	2	1	2	2	10	3	1	2
34	1	4	2	2	1	1	1	10	3	1	2
34	1	1	1	2	1	1	1	10	2	1	2
35	2	4	2	2	1	1	1	10	2	1	2
35	1	4	1	1	1	1	1	10	3	1	2
36	2	5	2	1	1	1	1	10	2	1	2
36	1	4	1	1	1	1	1	10	3	1	2
36	2	4	1	1	1	1	1	10	3	1	2
36	2	4	2	2	2	1	1	10	3	1	2
36	2	4	1	1	1	1	1	10	3	1	2
36	2	3	2	2	1	1	1	10	2	1	1
36	1	3	2	2	1	1	1	10	2	1	1
36	1	3	1	2	1	1	1	10	2	1	1
36	2	3	1	1	2	1	1	10	3	1	1
36	1	3	1	1	1	1	1	10	3	1	1
36	1	2	1	2	1	1	1	10	2	1	1
36	1	2	2	2	1	1	2	10	2	1	1
36	2	2	1	2	1	1	2	10	2	1	1
36	2	2	1	2	1	1	2	10	2	1	1
36	1	2	1	2	1	1	1	10	2	1	1
36	1	2	2	2	1	1	1	10	2	1	1
36	2	2	1	1	2	2	1	10	3	1	1
36	2	2	1	1	1	1	1	10	3	1	1
36	1	2	2	2	2	2	1	10	3	1	1
36	1	2	1	1	1	1	2	10	3	1	1
36	1	2	1	1	1	1	2	10	3	1	1
36	1	2	1	1	2	1	1	10	3	1	1
36	1	2	2	1	1	1	1	10	3	1	1
36	1	1	1	2	1	1	1	10	2	1	1
36	1	1	2	2	1	1	1	10	2	1	1
36	2	1	2	2	1	1	1	10	2	1	1
36	2	1	2	2	1	1	1	10	2	1	1
36	1	1	2	1	1	1	2	10	2	1	1
36	2	1	1	2	1	1	2	10	2	1	1
36	2	1	2	2	1	2	2	10	2	1	1
36	1	1	1	2	1	1	1	10	2	1	1
36	1	1	2	2	1	1	1	10	3	1	1
36	1	1	2	1	2	1	1	10	3	1	1
36	2	1	1	1	1	1	1	10	3	1	1
36	1	1	2	1	2	1	1	10	3	1	1
36	2	1	1	1	1	1	2	10	3	1	1
36	2	1	1	1	1	1	1	10	3	1	1
36	1	1	1	1	2	1	1	10	3	1	1
36	1	1	2	1	1	1	1	10	3	1	1
36	1	1	1	1	1	1	1	10	3	1	1
36	1	1	1	1	1	1	2	10	3	1	1
36	1	1	1	1	1	1	1	10	3	1	1
36	1	1	1	1	2	2	1	10	3	1	1
36	1	1	1	1	1	2	2	10	3	1	1
36	1	1	2	1	1	1	1	10	3	1	1
36	2	1	1	1	1	1	2	10	3	1	1
36	2	1	1	2	1	1	1	10	3	1	1
36	1	0	2	2	1	1	1	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	1	0	2	2	1	1	1	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	1	0	2	2	1	1	1	10	2	1	1
36	1	0	2	2	1	1	1	10	2	1	1
36	2	0	2	1	1	1	1	10	2	1	1
36	2	0	1	2	1	1	1	10	2	1	1
36	1	0	2	2	1	1	2	10	2	1	1
36	1	0	1	2	1	1	2	10	2	1	1
36	1	0	2	2	1	2	2	10	2	1	1
36	2	0	2	2	1	1	1	10	2	1	1
36	1	0	2	2	1	2	2	10	2	1	1
36	2	0	2	1	1	2	1	10	2	1	1
36	2	0	2	2	1	1	1	10	3	1	1
36	2	0	2	2	1	1	1	10	3	1	1
36	2	0	1	1	1	2	2	10	3	1	1
36	1	0	1	1	1	1	2	10	3	1	1
37	1	5	2	2	1	2	2	10	2	1	2
37	2	4	1	2	1	2	2	10	3	1	2
37	1	4	2	1	1	1	1	10	3	1	2
37	2	4	1	1	1	2	1	10	3	1	2
37	2	4	1	1	1	1	1	10	3	1	2
37	2	3	2	2	1	1	1	10	2	1	1
37	2	3	2	2	1	1	1	10	2	1	1
37	1	3	2	1	1	1	1	10	3	1	1
37	2	2	2	2	1	1	1	10	2	1	1
37	1	2	2	2	1	1	2	10	2	1	1
37	2	2	1	2	1	2	2	10	2	1	1
37	2	2	2	2	1	1	2	10	2	1	1
37	2	2	1	2	1	1	1	10	2	1	1
37	1	2	1	2	1	1	2	10	2	1	1
37	2	2	1	1	1	2	1	10	3	1	1
37	2	2	2	2	1	1	1	10	3	1	1
37	1	2	1	1	1	1	2	10	3	1	1
37	2	2	1	1	1	1	2	10	3	1	1
37	1	2	2	2	1	1	1	10	3	1	1
37	2	2	1	1	1	1	1	10	3	1	1
37	1	2	2	1	1	2	1	10	3	1	1
37	1	1	2	2	1	1	1	10	2	1	1
37	2	1	2	2	1	1	1	10	2	1	1
37	1	1	2	2	1	1	1	10	2	1	1
37	2	1	1	2	1	1	1	10	2	1	1
37	2	1	1	2	1	1	1	10	2	1	1
37	2	1	1	2	1	1	2	10	2	1	1
37	2	1	1	2	1	1	1	10	2	1	1
37	2	1	1	2	1	1	1	10	2	1	2
37	2	1	1	2	1	2	1	10	2	1	1
37	1	1	1	1	1	1	1	10	3	1	1
37	2	1	1	1	1	1	2	10	3	1	1
37	2	1	2	2	1	1	1	10	3	1	1
37	1	1	2	2	2	1	1	10	3	1	1
37	1	1	1	1	1	1	1	10	3	1	1
37	1	1	2	1	1	1	1	10	3	1	1
37	2	1	1	1	1	1	1	10	3	1	1
37	1	1	2	1	1	1	1	10	3	1	1
37	1	1	1	1	1	1	1	10	3	1	1
37	1	1	1	1	1	1	2	10	3	1	1
37	1	1	1	1	1	1	1	10	3	1	1
37	2	0	2	2	1	1	1	10	2	1	1
37	2	0	2	2	1	1	1	10	2	1	1
37	1	0	2	2	1	1	1	10	2	1	1
37	1	0	2	2	1	1	1	10	2	1	1
37	2	0	1	2	1	2	1	10	2	1	1
37	2	0	2	2	1	2	2	10	2	1	1
37	2	0	1	2	1	1	1	10	2	1	1
37	2	0	2	2	1	1	1	10	2	1	1
37	2	0	1	2	1	1	1	10	2	1	1
37	2	0	1	2	2	1	1	10	2	1	1
37	1	0	1	1	1	1	2	10	3	1	1
37	2	0	2	1	1	1	1	10	3	1	1
37	1	0	2	2	1	1	1	10	3	1	1
38	2	5	1	2	1	1	2	10	2	1	2
38	2	5	1	1	1	1	1	10	2	1	2
38	2	5	1	1	1	1	1	10	3	1	2
38	1	5	1	1	1	2	2	10	3	1	2
38	1	4	2	2	1	2	1	10	3	1	1
38	2	4	1	2	2	2	2	10	3	1	2
38	2	4	1	1	1	2	1	10	3	1	1
38	1	4	2	1	2	1	1	10	3	1	1
38	2	3	2	2	1	1	1	10	2	1	1
38	2	3	2	2	1	2	2	10	2	1	1
38	1	3	2	2	2	1	1	10	3	1	1
38	2	3	1	1	1	1	1	10	3	1	1
38	1	3	1	1	1	1	1	10	3	1	1
38	2	3	1	2	2	1	1	10	3	1	1
38	1	3	1	1	2	1	1	10	3	1	1
38	2	2	2	2	1	1	1	10	2	1	1
38	1	2	2	2	1	1	1	10	2	1	1
38	2	2	2	2	1	2	2	10	2	1	1
38	2	2	2	2	1	1	1	10	2	1	1
38	2	2	2	2	1	1	2	10	2	1	1
38	1	2	1	1	2	2	1	10	2	1	1
38	2	2	1	2	2	1	1	10	2	1	1
38	2	2	1	1	1	1	1	10	3	1	1
38	2	2	2	1	2	1	2	10	3	1	1
38	2	2	2	1	1	1	1	10	3	1	1
38	2	2	1	1	1	1	1	10	3	1	1
38	2	2	2	2	2	1	1	10	3	1	1
38	1	2	1	1	1	1	1	10	3	1	1
38	1	2	2	1	1	1	1	10	3	1	1
38	1	2	1	1	2	1	1	10	3	1	1
38	2	2	1	1	2	1	1	10	3	1	1
38	1	2	1	1	1	1	1	10	3	1	1
38	1	2	1	1	1	2	2	10	3	1	1
38	1	2	1	1	1	1	1	10	3	1	1
38	2	2	1	2	2	2	2	10	3	1	2
38	2	2	1	2	1	1	2	10	3	1	1
38	1	1	2	2	1	1	1	10	2	1	1
38	1	1	2	2	1	1	1	10	2	1	1
38	2	1	2	2	1	1	1	10	2	1	1
38	2	1	1	2	1	2	2	10	2	1	1
38	2	1	2	2	1	1	1	10	2	1	1
38	2	1	1	2	1	1	2	10	2	1	1
38	2	1	2	2	2	1	1	10	2	1	1
38	1	1	2	1	1	2	2	10	3	1	1
38	1	1	1	1	2	1	1	10	3	1	1
38	1	1	2	2	1	1	1	10	3	1	1
38	2	1	1	1	1	1	1	10	3	1	1
38	1	1	1	1	1	1	1	10	3	1	1
38	1	1	2	2	1	1	1	10	3	1	1
38	1	1	1	1	1	1	1	10	3	1	1
38	2	1	1	1	1	2	2	10	3	1	1
38	2	1	1	1	1	1	1	10	3	1	1
38	1	1	2	2	1	1	1	10	3	1	1
38	1	1	1	1	1	2	2	10	3	1	1
38	1	0	2	2	1	1	1	10	2	1	1
38	2	0	2	2	1	1	1	10	2	1	1
38	2	0	2	2	1	1	1	10	2	1	1
38	1	0	2	2	1	1	1	10	2	1	1
38	2	0	1	2	1	1	1	10	2	1	1
38	2	0	2	2	1	1	1	10	2	1	1
38	1	0	2	1	1	2	2	10	2	1	1
38	1	0	2	2	2	1	1	10	2	1	1
38	2	0	1	2	1	1	2	10	2	1	1
38	1	0	2	1	2	1	1	10	3	1	1
38	2	0	1	2	1	2	2	10	3	1	1
38	2	0	1	1	1	1	1	10	3	1	1
38	1	0	1	1	1	1	1	10	3	1	1
38	1	0	2	2	1	1	1	10	3	1	1
38	1	0	2	2	2	1	1	10	3	1	1
38	1	0	2	1	1	1	1	10	3	1	1
38	1	0	2	1	1	1	1	10	3	1	1
39	1	5	2	1	2	2	1	10	3	1	2
39	1	5	1	1	1	1	1	10	3	1	2
39	2	4	2	2	2	1	1	10	2	1	2
39	2	3	2	2	1	1	1	10	2	1	1
39	2	3	2	2	1	1	1	10	2	1	1
39	2	3	1	2	1	1	1	10	2	1	1
39	1	3	2	1	1	1	1	10	3	1	1
39	1	3	1	1	1	2	2	10	3	1	1
39	1	3	2	1	2	1	1	10	3	1	1
39	1	3	2	1	1	1	1	10	3	1	1
39	2	3	1	1	2	1	1	10	3	1	1
39	1	3	1	1	2	1	1	10	3	1	1
39	1	3	2	2	1	2	1	10	3	1	1
39	1	3	1	1	2	1	1	10	3	1	1
39	2	3	1	1	2	1	1	10	3	1	1
39	2	3	1	2	2	1	1	10	3	1	1
39	1	2	2	2	1	1	1	10	2	1	1
39	2	2	2	2	1	1	1	10	2	1	1
39	1	2	2	2	1	1	1	10	2	1	1
39	2	2	1	2	1	2	2	10	2	1	1
39	2	2	2	2	1	1	1	10	2	1	1
39	1	2	1	2	1	1	1	10	2	1	1
39	1	2	1	1	2	1	1	10	3	1	1
39	1	2	2	1	1	1	1	10	3	1	1
39	2	2	2	2	2	1	1	10	3	1	1
39	1	2	1	1	2	1	1	10	3	1	1
39	1	2	1	1	2	1	1	10	3	1	1
39	2	2	2	1	1	2	2	10	3	1	1
39	1	2	1	1	2	1	1	10	3	1	1
39	2	1	2	2	1	1	1	10	2	1	1
39	2	1	2	2	1	1	1	10	2	1	1
39	1	1	2	2	1	1	1	10	2	1	1
39	1	1	2	2	1	1	1	10	2	1	1
39	2	1	1	2	1	1	2	10	2	1	1
39	2	1	1	2	1	1	1	10	2	1	1
39	2	1	2	2	1	2	2	10	2	1	1
39	2	1	1	2	1	1	2	10	2	1	1
39	2	1	2	2	1	1	2	10	2	1	1
39	2	1	1	1	1	1	1	10	3	1	1
39	1	1	2	1	1	1	2	10	3	1	1
39	2	1	2	2	1	1	1	10	3	1	1
39	2	1	2	1	2	1	1	10	3	1	1
39	2	1	1	1	2	1	1	10	3	1	1
39	1	1	2	2	1	1	1	10	3	1	1
39	1	1	1	1	1	1	1	10	3	1	1
39	2	1	1	1	1	1	1	10	3	1	1
39	1	1	1	1	1	2	2	10	3	1	1
39	1	0	2	2	1	1	1	10	2	1	1
39	2	0	1	2	1	2	2	10	2	1	1
39	2	0	2	2	1	1	1	10	2	1	1
39	2	0	2	2	1	1	1	10	3	1	1
39	2	0	2	2	1	1	1	10	3	1	1
39	2	0	2	2	1	2	1	10	3	1	1
39	1	0	2	1	1	1	1	10	3	1	1
39	1	0	1	1	1	1	1	10	3	1	1
39	2	0	2	2	1	2	1	10	3	1	1
39	2	0	2	2	1	1	1	10	3	1	1
40	2	5	2	2	1	1	2	10	2	1	2
40	1	5	2	1	2	1	1	10	3	1	2
40	2	5	2	2	2	1	1	10	3	1	2
40	2	5	2	2	1	1	1	10	3	1	2
40	1	5	2	2	2	1	1	10	3	1	2
40	2	4	1	1	2	2	1	10	3	1	1
40	1	4	1	1	1	2	1	10	3	1	2
40	2	4	1	1	1	1	1	10	3	1	1
40	2	3	2	2	1	1	1	10	2	1	1
40	2	3	2	2	2	1	1	10	2	1	1
40	1	3	2	1	1	1	1	10	3	1	1
40	2	3	1	1	1	2	2	10	3	1	1
40	2	2	2	2	1	1	1	10	2	1	1
40	2	2	2	2	1	1	1	10	2	1	1
40	1	2	2	1	1	1	2	10	2	1	1
40	2	2	1	1	1	1	1	10	3	1	1
40	2	2	1	1	1	2	1	10	3	1	1
40	1	2	2	1	2	1	1	10	3	1	1
40	1	2	2	2	2	2	2	10	3	1	1
40	1	2	1	1	1	1	1	10	3	1	1
40	2	2	1	1	1	1	1	10	3	1	1
40	2	2	1	1	2	1	1	10	3	1	1
40	2	2	1	1	1	2	1	10	3	1	1
40	2	2	1	1	1	1	1	10	3	1	1
40	2	2	1	1	2	1	1	10	3	1	1
40	2	2	2	2	1	1	2	10	3	1	1
40	2	2	2	2	1	1	1	10	3	1	2
40	2	1	2	2	1	1	1	10	2	1	1
40	2	1	2	2	1	1	1	10	2	1	1
40	1	1	1	2	1	1	1	10	2	1	1
40	1	1	2	1	1	1	1	10	2	1	1
40	2	1	2	2	1	1	1	10	2	1	1
40	2	1	1	2	1	1	2	10	2	1	1
40	2	1	2	2	1	2	2	10	2	1	1
40	1	1	1	2	1	1	2	10	2	1	1
40	2	1	1	2	1	1	1	10	2	1	1
40	1	1	2	2	2	1	1	10	3	1	1
40	2	1	1	1	1	1	1	10	3	1	1
40	1	1	2	1	1	1	1	10	3	1	1
40	2	1	1	1	2	1	1	10	3	1	1
40	2	1	1	1	2	1	1	10	3	1	1
40	1	1	1	1	1	1	1	10	3	1	1
40	1	0	2	2	1	1	1	10	2	1	1
40	2	0	2	2	1	2	1	10	2	1	1
40	2	0	1	2	1	1	1	10	2	1	1
40	2	0	2	2	1	1	1	10	2	1	1
40	2	0	2	2	1	2	2	10	2	1	1
40	1	0	1	2	1	1	1	10	2	1	1
40	2	0	2	2	1	1	1	10	2	1	1
40	2	0	2	2	1	1	2	10	2	1	1
40	2	0	1	2	1	1	2	10	2	1	1
40	2	0	1	2	2	2	1	10	2	1	1
40	2	0	1	1	1	2	2	10	3	1	1
40	2	0	2	2	1	1	1	10	3	1	1
41	2	5	1	2	1	1	1	10	3	1	2
41	2	5	2	1	2	1	1	10	3	1	2
41	2	5	1	1	1	1	1	10	3	1	2
41	2	5	1	1	1	2	2	10	3	1	2
41	1	5	1	1	2	2	1	10	3	1	2
41	1	5	1	1	2	1	1	10	3	1	2
41	1	4	2	2	2	1	1	10	3	1	2
41	2	4	2	1	2	2	1	10	3	1	2
41	2	4	1	1	2	2	1	10	3	1	2
41	1	4	2	1	2	1	1	10	3	1	1
41	1	3	2	2	1	1	1	10	2	1	1
41	2	3	2	2	1	1	2	10	2	1	1
41	2	3	1	1	1	2	1	10	3	1	1
41	1	3	1	1	1	1	1	10	3	1	1
41	2	2	2	2	1	1	1	10	2	1	1
41	2	2	2	2	1	1	1	10	2	1	1
41	2	2	2	2	1	1	1	10	2	1	1
41	2	2	1	2	1	1	2	10	2	1	1
41	2	2	1	2	1	2	2	10	2	1	1
41	1	2	1	2	1	1	1	10	2	1	1
41	2	2	1	1	1	1	1	10	3	1	1
41	1	2	1	2	1	1	1	10	3	1	1
41	2	2	1	1	1	1	1	10	3	1	1
41	1	2	2	2	1	1	1	10	3	1	1
41	2	2	1	1	2	1	1	10	3	1	1
41	2	2	2	1	1	1	1	10	3	1	1
41	2	2	1	1	2	1	1	10	3	1	1
41	2	2	2	2	1	1	2	10	3	1	2
41	2	2	1	1	2	1	1	10	3	1	1
41	1	2	1	1	1	2	2	10	3	1	1
41	1	2	1	1	1	1	1	10	3	1	1
41	1	1	2	2	1	1	1	10	2	1	1
41	2	1	2	2	1	1	1	10	2	1	1
41	2	1	2	2	1	1	1	10	2	1	1
41	2	1	2	2	1	1	1	10	2	1	1
41	2	1	1	2	1	1	1	10	2	1	1
41	1	1	1	1	1	1	1	10	2	1	1
41	2	1	2	2	1	2	1	10	2	1	1
41	2	1	1	2	1	2	1	10	2	1	1
41	2	1	2	2	1	1	2	10	2	1	1
41	1	1	1	2	1	2	2	10	2	1	1
41	1	1	1	2	1	2	2	10	2	1	1
41	1	1	1	1	1	1	1	10	3	1	1
41	2	1	2	2	1	2	1	10	3	1	1
41	2	1	2	1	1	1	1	10	3	1	1
41	2	1	1	1	1	1	1	10	3	1	1
41	1	1	1	1	1	1	1	10	3	1	1
41	1	1	1	1	1	1	1	10	3	1	1
41	2	1	1	1	1	2	2	10	3	1	1
41	2	1	2	1	1	1	1	10	3	1	1
41	1	1	2	1	2	1	1	10	3	1	1
41	2	1	1	1	1	1	2	10	3	1	1
41	2	0	2	2	1	1	1	10	2	1	1
41	2	0	2	2	1	2	1	10	2	1	1
41	2	0	1	2	1	1	2	10	2	1	1
41	1	0	1	2	2	2	2	10	2	1	1
41	1	0	2	2	1	1	1	10	2	1	1
41	1	0	1	2	1	2	2	10	2	1	1
41	2	0	1	1	1	2	1	10	2	1	1
41	1	0	2	2	2	2	1	10	3	1	1
41	1	0	1	1	1	1	1	10	3	1	1
42	2	5	1	1	1	1	1	10	3	1	2
42	2	5	2	2	1	2	2	10	2	1	2
42	1	5	1	1	2	2	2	10	3	1	2
42	1	5	2	1	2	1	2	10	3	1	2
42	1	4	1	1	2	1	1	10	3	1	2
42	2	4	2	1	2	1	1	10	3	1	2
42	1	3	2	1	1	1	1	10	3	1	1
42	1	3	1	1	1	2	2	10	3	1	1
42	1	3	1	1	2	1	1	10	3	1	1
42	1	3	1	1	2	1	1	10	3	1	1
42	1	3	1	1	1	1	1	10	3	1	1
42	2	3	2	2	1	1	1	10	3	1	1
42	1	2	2	2	1	1	1	10	2	1	1
42	2	2	2	2	2	1	1	10	2	1	1
42	1	2	2	1	1	1	1	10	3	1	1
42	2	2	2	2	2	2	1	10	3	1	1
42	1	2	1	1	2	1	1	10	3	1	1
42	1	2	1	1	1	2	2	10	3	1	1
42	2	2	1	1	1	1	1	10	3	1	1
42	1	2	1	1	1	1	1	10	3	1	1
42	2	2	1	1	1	1	1	10	3	1	1
42	2	2	2	2	1	2	2	10	3	1	1
42	2	2	2	2	1	2	2	10	3	1	1
42	1	2	2	2	1	1	1	10	3	1	1
42	1	2	1	1	2	1	1	10	3	1	1
42	1	2	1	1	1	1	1	10	3	1	1
42	2	1	2	2	1	1	1	10	2	1	1
42	2	1	1	2	1	1	1	10	2	1	1
42	2	1	2	2	1	1	1	10	2	1	1
42	1	1	1	2	1	1	1	10	2	1	1
42	1	1	2	2	1	1	1	10	2	1	1
42	2	1	2	2	1	2	2	10	2	1	1
42	1	1	2	2	2	1	1	10	2	1	1
42	2	1	2	2	1	2	1	10	2	1	1
42	1	1	2	1	1	1	1	10	3	1	1
42	1	1	1	1	2	1	1	10	3	1	1
42	1	1	1	1	1	1	1	10	3	1	1
42	2	1	2	1	1	1	2	10	3	1	1
42	2	1	2	1	1	1	1	10	3	1	1
42	1	1	1	1	1	1	1	10	3	1	1
42	1	1	1	1	2	1	1	10	3	1	1
42	1	1	1	1	1	1	1	10	3	1	1
42	1	1	1	1	2	1	1	10	3	1	1
42	2	1	2	1	1	1	1	10	3	1	1
42	2	1	1	1	1	2	1	10	3	1	1
42	1	1	2	1	1	1	1	10	3	1	1
42	1	1	1	1	1	1	1	10	3	1	1
42	1	1	1	2	1	1	1	10	3	1	1
